Index,Hours,Julian_day,Week_day,T_°C,SR_W/m2,p_mb,Prec_mm,RH_%,WD_°,WS_m/s,Class
17694.0,5.0,8.0,4.0,13.19,0.0,725.22,0.0,95.05,152.3,1.38,0
17723.0,10.0,9.0,5.0,17.62,715.24,726.8,0.0,59.1,114.2,1.48,1
17716.0,3.0,9.0,5.0,11.47,0.0,725.6,0.0,91.8,281.5,0.61,0
17743.0,6.0,10.0,6.0,12.04,0.0,725.6,0.6,98.41,158.8,1.26,1
17742.0,5.0,10.0,6.0,12.18,0.0,725.6,0.9,97.96,130.1,1.23,0
17776.0,15.0,11.0,0.0,17.07,202.68,725.2,0.0,65.03,40.2,1.75,1
17774.0,13.0,11.0,0.0,18.13,634.13,726.34,0.0,62.69,64.8,1.7,0
17796.0,11.0,12.0,1.0,14.71,356.83,728.0,0.0,83.76,90.9,2.04,1
17788.0,3.0,12.0,1.0,12.09,0.0,725.88,0.7,99.26,137.8,1.29,0
17822.0,13.0,13.0,2.0,15.66,385.18,726.8,0.4,82.79,275.7,1.05,1
17814.0,5.0,13.0,2.0,12.8,0.0,725.6,0.0,96.5,136.7,1.1,0
17844.0,11.0,14.0,3.0,17.34,712.02,727.68,0.0,67.33,56.5,1.24,1
17855.0,22.0,14.0,3.0,13.16,0.0,727.09,0.0,92.92,169.7,1.52,0
17867.0,10.0,15.0,4.0,17.7,642.18,726.63,0.0,60.37,167.0,1.57,1
17858.0,1.0,15.0,4.0,13.16,0.0,726.8,0.0,91.87,159.0,1.04,0
17902.0,21.0,16.0,5.0,15.27,0.0,725.93,0.0,74.06,21.9,1.88,1
17882.0,1.0,16.0,5.0,13.28,0.0,726.1,0.0,90.12,238.9,0.79,0
17915.0,10.0,17.0,6.0,15.26,447.01,728.0,0.0,72.13,112.2,1.51,1
17908.0,3.0,17.0,6.0,12.85,0.0,725.52,0.0,85.22,173.2,1.24,0
17938.0,9.0,18.0,0.0,15.92,418.72,726.8,0.0,71.83,156.4,1.85,1
17946.0,17.0,18.0,0.0,20.22,452.48,723.25,0.0,45.72,4.0,3.26,0
17963.0,10.0,19.0,1.0,17.65,674.42,726.82,0.0,54.46,98.9,1.55,1
17976.0,23.0,19.0,1.0,13.38,0.0,727.98,0.0,91.71,136.4,1.41,0
17988.0,11.0,20.0,2.0,17.25,414.46,727.26,0.0,67.66,81.2,1.49,1
17991.0,14.0,20.0,2.0,17.14,168.83,725.6,0.0,64.04,4.6,2.51,0
18021.0,20.0,21.0,3.0,13.7,0.0,725.86,0.0,89.08,153.7,1.29,1
18020.0,19.0,21.0,3.0,13.85,0.0,725.6,0.0,88.88,145.7,1.4,0
18034.0,9.0,22.0,4.0,14.40334,293.63,725.21387,0.0,67.480576,152.0,1.78,1
18045.0,20.0,22.0,4.0,15.22,0.0,725.78,0.0,84.66,134.2,1.9,0
18069.0,20.0,23.0,5.0,15.85,0.0,725.61,0.0,81.38,176.1,1.4,1
18064.0,15.0,23.0,5.0,21.16,427.4,724.34,0.0,44.02,0.5,2.86,0
18095.0,22.0,24.0,6.0,12.97,0.0,726.8,6.1,94.54,194.3,1.29,1
18090.0,17.0,24.0,6.0,18.79,84.94,723.49,0.0,59.17,29.3,1.83,0
18108.0,11.0,25.0,0.0,13.69,281.52,728.81,0.0,88.83,31.1,1.21,1
18112.0,15.0,25.0,0.0,15.21,179.09,726.8,0.0,78.12,89.9,1.82,0
18131.0,10.0,26.0,1.0,18.1,668.97,727.99,0.0,53.52,121.6,1.44,1
18128.0,7.0,26.0,1.0,9.43,6.39,726.86,0.0,90.46,308.3,0.76,0
18152.0,7.0,27.0,2.0,10.87,17.55,726.24,0.0,65.02,204.3,1.25,1
18161.0,16.0,27.0,2.0,20.87,768.51,723.2,0.0,37.6,12.8,3.58,0
18179.0,10.0,28.0,3.0,18.2,666.62,726.8,0.0,30.26,100.5,1.79,1
18178.0,9.0,28.0,3.0,16.51,443.35,726.8,0.0,31.09,149.4,1.72,0
18203.0,10.0,29.0,4.0,17.39,610.96,727.19,0.0,51.91,149.0,1.75,1
18208.0,15.0,29.0,4.0,17.82,140.62,724.4,0.0,56.63,35.7,2.31,0
18227.0,10.0,30.0,5.0,16.83,681.63,728.0,0.0,62.9,139.2,1.95,1
18222.0,5.0,30.0,5.0,11.71,0.0,725.6,0.0,94.43,97.7,1.03,0
18249.0,8.0,31.0,6.0,12.63,125.15,727.71,0.0,78.36,324.1,0.61,1
18251.0,10.0,31.0,6.0,15.65,302.3,728.0,0.0,63.0,140.9,1.34,0
18275.0,10.0,32.0,0.0,16.86,607.31,726.69,0.0,44.82,160.4,2.29,1
18268.0,3.0,32.0,0.0,9.85,0.0,725.6,0.0,88.42,285.9,0.77,0
18297.0,8.0,33.0,1.0,12.67,166.2,725.89,0.0,59.05,304.0,0.82,1
18310.0,21.0,33.0,1.0,14.47,0.0,725.76,0.0,82.25,160.7,1.94,0
18322.0,9.0,34.0,2.0,14.14,214.87,726.8,0.0,77.46,72.5,1.19,1
18324.0,11.0,34.0,2.0,17.19,499.44,725.92,0.0,57.26,12.7,1.84,0
18347.0,10.0,35.0,3.0,17.13,687.34,726.8,0.0,62.19,98.1,1.79,1
18340.0,3.0,35.0,3.0,12.5,0.0,725.6,0.0,93.13,182.6,0.98,0
18380.0,19.0,36.0,4.0,15.85,0.0,724.4,0.0,65.43,17.6,2.06,1
18374.0,13.0,36.0,4.0,19.04,840.99,725.6,0.0,52.11,22.0,2.72,0
18392.0,7.0,37.0,5.0,10.34,16.53,725.57,0.0,87.02,307.0,0.8,1
18401.0,16.0,37.0,5.0,20.03,390.14,723.47,0.0,47.92,21.0,2.35,0
18429.0,20.0,38.0,6.0,16.28,0.0,724.4,0.0,64.34,11.2,2.01,1
18418.0,9.0,38.0,6.0,17.2,464.45,725.6,0.0,50.79,182.4,3.13,0
18442.0,9.0,39.0,0.0,17.41,386.98,725.62,0.0,63.17,144.7,1.22,1
18433.0,0.0,39.0,0.0,14.62,0.0,726.47,0.0,68.05,258.0,1.09,0
18477.0,20.0,40.0,1.0,15.24,0.0,725.97,0.0,71.59,14.5,1.47,1
18461.0,4.0,40.0,1.0,12.78,0.0,725.46,0.0,90.31,135.0,0.83,0
18490.0,9.0,41.0,2.0,15.57,241.69,728.0,0.0,63.5,339.7,1.04,1
18484.0,3.0,41.0,2.0,13.96,0.0,726.1,0.0,67.61,33.9,1.09,0
18528.0,23.0,42.0,3.0,13.17,0.0,726.8,0.0,65.26,283.3,1.07,1
18525.0,20.0,42.0,3.0,15.08,0.0,725.59,0.0,60.92,343.7,1.62,0
18549.0,20.0,43.0,4.0,15.06,0.0,724.82,0.0,59.06,332.0,1.3,1
18550.0,21.0,43.0,4.0,14.08,0.0,725.6,0.0,63.13,289.4,0.9,0
18561.0,8.0,44.0,5.0,14.83,198.51,725.67,0.0,64.89,23.4,1.02,1
18553.0,0.0,44.0,5.0,12.05,0.0,726.34,0.0,72.96,307.9,1.04,0
18598.0,21.0,45.0,6.0,16.27,0.0,724.03,0.0,56.94,292.2,1.01,1
18579.0,2.0,45.0,6.0,11.45,0.0,724.42,0.0,83.39,304.1,0.72,0
18610.0,9.0,46.0,0.0,16.43,431.08,724.41,0.0,68.47,12.1,1.29,1
18614.0,13.0,46.0,0.0,21.53,953.18,723.36,0.0,37.67,107.3,3.5,0
18631.0,6.0,47.0,1.0,14.48,0.0,723.2,0.0,58.29,193.5,1.23,1
18632.0,7.0,47.0,1.0,14.22,6.31,723.2,0.0,59.21,214.3,2.07,0
18668.0,19.0,48.0,2.0,16.74,0.0,724.4,0.0,58.46,359.8,1.97,1
18651.0,2.0,48.0,2.0,14.85,0.0,724.4,0.0,65.43,271.4,1.09,0
18681.0,8.0,49.0,3.0,14.42,95.37,726.8,0.0,65.94,171.8,1.1,1
18694.0,21.0,49.0,3.0,15.6,0.0,725.82,0.0,69.38,7.8,2.34,0
18704.0,7.0,50.0,4.0,10.5,14.13,725.6,0.0,79.99,266.8,1.11,1
18716.0,19.0,50.0,4.0,17.36,0.0,723.2,0.0,61.98,0.8,2.47,0
18729.0,8.0,51.0,5.0,14.89,179.93,725.1,0.0,73.25,6.2,1.01,1
18726.0,5.0,51.0,5.0,12.43,0.0,724.4,0.0,86.16,305.2,0.86,0
18765.0,20.0,52.0,6.0,14.41,0.0,724.4,0.6,90.07,43.4,1.19,1
18760.0,15.0,52.0,6.0,21.47,976.16,722.0,0.0,46.29,1.9,3.99,0
18787.0,18.0,53.0,0.0,12.64,9.51,723.2,5.3,94.5,66.8,0.96,1
18786.0,17.0,53.0,0.0,17.02,61.88,722.57,4.9,67.18,63.4,3.45,0
18802.0,9.0,54.0,1.0,16.27,452.64,726.79,0.0,78.37,139.5,1.51,1
18809.0,16.0,54.0,1.0,19.98,708.1,723.21,0.0,49.17,6.0,2.99,0
18829.0,12.0,55.0,2.0,15.81,252.67,727.77,0.0,79.16,177.6,1.1,1
18838.0,21.0,55.0,2.0,14.78,0.0,726.81,0.0,78.78,359.7,1.17,0
18849.0,8.0,56.0,3.0,13.75,183.05,726.8,0.0,84.78,98.1,1.13,1
18841.0,0.0,56.0,3.0,12.6,0.0,728.0,0.0,84.23,256.6,0.85,0
18875.0,10.0,57.0,4.0,15.08,245.59,727.99,0.0,79.62,202.0,1.31,1
18876.0,11.0,57.0,4.0,16.84,447.59,726.96,0.0,70.17,39.7,1.6,0
18896.0,7.0,58.0,5.0,12.57,13.03,725.6,0.0,83.9,205.9,1.38,1
18911.0,22.0,58.0,5.0,13.94,0.0,726.05,0.0,95.57,122.3,1.44,0
18922.0,9.0,59.0,6.0,16.21,351.96,726.8,0.0,67.41,143.0,1.49,1
18920.0,7.0,59.0,6.0,12.48,15.09,725.65,0.0,93.25,187.3,0.97,0
18947.0,10.0,60.0,0.0,17.48,531.37,727.26,0.0,68.68,123.7,1.52,1
18955.0,18.0,60.0,0.0,17.68,136.29,724.72,0.0,64.23,6.6,3.35,0
18980.0,19.0,61.0,1.0,15.89,0.0,725.6,0.0,74.2,344.4,1.54,1
18967.0,6.0,61.0,1.0,12.92,0.0,726.08,0.0,93.72,133.8,1.35,0
18996.0,11.0,62.0,2.0,17.33,467.03,727.83,0.0,66.65,58.0,1.39,1
18987.0,2.0,62.0,2.0,13.2,0.0,726.83,1.0,93.11,6.9,1.32,0
19026.0,17.0,63.0,3.0,18.75,323.46,724.4,0.0,62.72,310.6,1.02,1
19011.0,2.0,63.0,3.0,13.03,0.0,725.67,1.0,94.32,35.2,1.28,0
19050.0,17.0,64.0,4.0,14.11,9.02,724.4,4.8,89.26,190.3,2.44,1
19049.0,16.0,64.0,4.0,18.37,251.48,724.4,0.0,62.87,159.2,1.8,0
19075.0,18.0,65.0,5.0,15.17,7.18,725.6,0.0,81.73,179.8,1.49,1
19058.0,1.0,65.0,5.0,12.5,0.0,727.81,0.1,99.26,114.8,1.1,0
19104.0,23.0,66.0,6.0,13.4,0.0,729.1,0.0,84.01,106.3,0.95,1
19098.0,17.0,66.0,6.0,17.68,236.54,725.6,0.0,53.65,10.5,2.59,0
19121.0,16.0,67.0,0.0,13.24,40.16,726.8,0.5,88.68,11.4,0.84,1
19124.0,19.0,67.0,0.0,12.59,0.0,727.68,0.0,88.01,208.6,1.02,0
19137.0,8.0,68.0,1.0,12.8,181.91,728.0,0.0,77.3,205.5,0.99,1
19140.0,11.0,68.0,1.0,19.8,913.21,727.73,0.0,47.51,152.3,1.84,0
19170.0,17.0,69.0,2.0,14.85,8.57,725.6,0.0,65.85,197.6,1.96,1
19166.0,13.0,69.0,2.0,21.03,1108.57,725.88,0.0,46.16,356.0,2.45,0
19195.0,18.0,70.0,3.0,17.59,18.81,725.01,0.0,61.21,35.8,1.58,1
19196.0,19.0,70.0,3.0,15.88,0.0,726.02,0.0,74.09,204.9,2.58,0
19210.0,9.0,71.0,4.0,14.42,256.17,728.64,0.0,78.93,183.9,1.86,1
19204.0,3.0,71.0,4.0,11.99,0.0,727.6,0.0,96.76,142.4,0.74,0
19236.0,11.0,72.0,5.0,16.55,496.2,728.33,0.0,65.09,3.9,1.3,1
19243.0,18.0,72.0,5.0,15.96,92.54,725.6,0.0,78.06,126.3,1.72,0
19268.0,19.0,73.0,6.0,13.65,0.0,726.8,0.4,91.42,95.6,0.98,1
19254.0,5.0,73.0,6.0,12.76,0.0,726.64,0.0,92.68,168.6,1.1,0
19283.0,10.0,74.0,0.0,14.69,147.99,729.2,0.0,81.81,35.8,0.82,1
19278.0,5.0,74.0,0.0,11.69,0.0,726.8,0.0,95.09,297.8,0.75,0
19304.0,7.0,75.0,1.0,10.21,20.84,727.01,0.0,91.24,309.6,0.64,1
19301.0,4.0,75.0,1.0,12.56,0.0,725.98,0.0,76.73,256.2,1.28,0
19329.0,8.0,76.0,2.0,13.6,183.23,726.8,0.0,81.28,46.7,1.03,1
19337.0,16.0,76.0,2.0,17.46,222.87,724.4,0.0,64.43,6.3,2.75,0
19355.0,10.0,77.0,3.0,15.65,294.48,727.57,0.0,80.43,145.8,1.35,1
19367.0,22.0,77.0,3.0,12.89,0.0,726.8,0.0,91.31,291.6,0.62,0
19378.0,9.0,78.0,4.0,16.38,462.54,726.8,0.0,66.38,162.8,2.16,1
19383.0,14.0,78.0,4.0,20.22,614.48,724.4,0.0,49.79,11.2,2.18,0
19413.0,20.0,79.0,5.0,15.72,0.0,725.59,0.0,71.88,359.8,2.01,1
19404.0,11.0,79.0,5.0,19.06,498.09,726.77,0.0,47.7,133.1,2.57,0
19425.0,8.0,80.0,6.0,15.06,184.04,726.8,0.0,76.38,106.2,1.35,1
19438.0,21.0,80.0,6.0,14.83,0.0,726.65,0.0,68.86,346.6,1.86,0
19450.0,9.0,81.0,0.0,16.54,399.72,727.96,0.0,60.79,60.3,1.34,1
19443.0,2.0,81.0,0.0,13.04,0.0,726.8,0.0,70.25,275.3,0.58,0
19473.0,8.0,82.0,1.0,13.12,88.35,728.0,0.0,71.79,53.4,1.4,1
19479.0,14.0,82.0,1.0,21.24,850.53,725.6,0.0,36.39,129.4,2.96,0
19500.0,11.0,83.0,2.0,16.25,366.92,727.99,0.0,68.47,28.3,1.54,1
19494.0,5.0,83.0,2.0,12.96,0.0,725.63,0.0,76.68,109.6,1.11,0
19521.0,8.0,84.0,3.0,15.3,180.21,726.79,0.0,68.17,301.4,1.03,1
19534.0,21.0,84.0,3.0,15.44,0.0,724.84,0.0,60.32,290.3,1.18,0
19540.0,3.0,85.0,4.0,14.11,0.0,724.4,0.0,60.81,183.5,1.37,1
19559.0,22.0,85.0,4.0,15.49,0.0,726.15,0.0,56.0,247.0,1.23,0
19569.0,8.0,86.0,5.0,14.42,162.62,726.8,0.0,62.15,181.3,1.06,1
19566.0,5.0,86.0,5.0,11.17,0.0,725.61,0.0,76.49,300.0,0.86,0
19592.0,7.0,87.0,6.0,12.02,16.23,728.0,0.0,75.76,341.3,1.11,1
19597.0,12.0,87.0,6.0,19.69,415.91,728.0,0.0,49.83,67.2,1.7,0
19628.0,19.0,88.0,0.0,12.55,0.0,726.85,0.3,92.95,340.0,0.85,1
19612.0,3.0,88.0,0.0,12.71,0.0,727.52,0.0,94.51,11.0,0.74,0
19649.0,16.0,89.0,1.0,16.99,81.87,724.4,0.0,70.94,9.5,2.33,1
19651.0,18.0,89.0,1.0,17.3,49.72,724.63,0.0,72.46,84.6,1.64,0
19675.0,18.0,90.0,2.0,12.55,5.88,726.8,0.2,97.87,1.8,0.68,1
19674.0,17.0,90.0,2.0,12.12,10.44,726.76,3.4,98.87,1.6,1.79,0
19690.0,9.0,91.0,3.0,16.52,446.63,728.0,0.0,68.14,12.1,1.2,1
19697.0,16.0,91.0,3.0,17.71,179.42,725.59,0.0,61.82,8.4,3.1,0
19722.0,17.0,92.0,4.0,13.27,111.79,725.6,0.5,98.2,153.3,1.17,1
19708.0,3.0,92.0,4.0,13.24,0.0,727.97,1.0,95.19,214.7,0.56,0
19746.0,17.0,93.0,5.0,13.12,61.75,725.6,0.3,91.26,110.6,1.4,1
19730.0,1.0,93.0,5.0,11.82,0.0,728.09,7.2,99.22,84.5,1.6,0
19772.0,19.0,94.0,6.0,13.34,0.0,726.7,0.0,90.64,140.8,1.05,1
19766.0,13.0,94.0,6.0,17.36,836.19,727.62,0.0,53.73,184.5,2.99,0
19791.0,14.0,95.0,0.0,15.42,27.6,726.8,0.7,74.95,194.4,1.33,1
19786.0,9.0,95.0,0.0,14.08,274.21,729.2,0.0,80.95,133.0,1.06,0
19818.0,17.0,96.0,1.0,14.64,144.75,725.6,0.0,70.86,191.7,2.55,1
19809.0,8.0,96.0,1.0,11.55,113.13,729.2,0.0,85.74,196.2,2.29,0
19841.0,16.0,97.0,2.0,20.13,482.12,723.21,0.0,54.62,2.1,3.06,1
19833.0,8.0,97.0,2.0,15.07,206.82,726.8,0.0,63.01,186.1,3.14,0
19857.0,8.0,98.0,3.0,14.1,163.8,726.79,0.0,89.56,209.4,1.06,1
19866.0,17.0,98.0,3.0,20.45,527.87,723.18,0.0,58.37,19.0,3.38,0
19890.0,17.0,99.0,4.0,16.64,84.76,723.23,0.3,79.41,254.4,1.04,1
19885.0,12.0,99.0,4.0,20.01,579.82,725.6,0.0,52.48,102.4,2.13,0
19905.0,8.0,100.0,5.0,14.64,150.77,726.01,0.0,80.08,134.8,0.94,1
19912.0,15.0,100.0,5.0,18.98,371.16,723.89,0.0,55.68,0.6,2.93,0
19939.0,18.0,101.0,6.0,13.79,20.14,724.4,0.0,87.07,275.9,0.94,1
19943.0,22.0,101.0,6.0,13.59,0.0,726.8,0.0,94.63,105.4,1.13,0
19960.0,15.0,102.0,0.0,12.91,73.52,725.59,2.2,90.45,356.7,1.27,1
19967.0,22.0,102.0,0.0,12.01,0.0,728.0,1.7,96.73,167.8,1.82,0
19977.0,8.0,103.0,1.0,12.64,135.44,728.0,0.0,91.85,30.1,0.68,1
19970.0,1.0,103.0,1.0,11.43,0.0,728.01,2.0,97.16,54.3,0.77,0
20001.0,8.0,104.0,2.0,12.53,160.26,728.0,0.0,90.47,105.9,0.56,1
20013.0,20.0,104.0,2.0,13.01,0.0,726.25,0.5,93.59,257.1,0.51,0
20026.0,9.0,105.0,3.0,17.21,439.51,726.8,0.0,59.94,357.7,1.27,1
20036.0,19.0,105.0,3.0,14.64,0.0,724.4,0.0,90.04,205.2,1.27,0
20060.0,19.0,106.0,4.0,13.69,0.0,724.43,0.0,88.35,150.6,1.01,1
20046.0,5.0,106.0,4.0,10.24,0.0,724.4,0.0,93.0,289.4,0.76,0
20074.0,9.0,107.0,5.0,16.72,451.23,725.6,0.0,69.13,56.4,1.18,1
20086.0,21.0,107.0,5.0,13.3,0.0,726.34,0.0,96.87,108.1,1.25,0
20089.0,0.0,108.0,6.0,13.04,0.0,726.8,0.0,97.87,93.0,0.73,1
20109.0,20.0,108.0,6.0,14.38,0.0,725.66,0.0,73.33,318.2,1.13,0
20121.0,8.0,109.0,0.0,14.04,127.41,726.8,0.0,69.24,307.9,0.58,1
20122.0,9.0,109.0,0.0,17.72,466.22,727.54,0.0,52.9,162.9,1.41,0
20145.0,8.0,110.0,1.0,14.27,205.45,726.8,0.0,76.02,160.7,1.48,1
20147.0,10.0,110.0,1.0,19.12,712.42,726.8,0.0,45.77,170.6,2.53,0
20182.0,21.0,111.0,2.0,13.92,0.0,725.57,0.0,67.73,308.6,0.9,1
20164.0,3.0,111.0,2.0,11.55,0.0,725.6,0.0,91.03,187.3,1.47,0
20204.0,19.0,112.0,3.0,16.03,0.0,724.4,0.0,65.83,300.5,1.08,1
20193.0,8.0,112.0,3.0,15.11,179.76,726.17,0.0,62.53,183.0,2.24,0
20216.0,7.0,113.0,4.0,14.37,27.81,725.6,0.0,57.93,242.5,1.39,1
20211.0,2.0,113.0,4.0,14.7,0.0,725.67,0.0,54.94,233.4,2.19,0
20242.0,9.0,114.0,5.0,15.53,178.43,727.8,0.0,71.29,107.1,1.16,1
20252.0,19.0,114.0,5.0,15.48,0.0,725.57,0.0,74.44,34.6,1.77,0
20276.0,19.0,115.0,6.0,14.0,0.0,725.6,0.0,82.8,22.7,1.52,1
20273.0,16.0,115.0,6.0,17.96,421.04,724.4,0.0,61.0,21.1,2.47,0
20301.0,20.0,116.0,0.0,13.1,0.0,725.61,0.1,90.55,196.3,1.27,1
20287.0,6.0,116.0,0.0,11.73,0.0,725.62,0.0,91.99,159.2,1.09,0
20314.0,9.0,117.0,1.0,14.69,221.57,726.8,0.0,75.83,192.1,1.16,1
20323.0,18.0,117.0,1.0,15.37,22.1,724.08,0.0,84.26,161.5,2.95,0
20347.0,18.0,118.0,2.0,15.15,3.12,724.05,0.0,77.88,163.8,2.85,1
20348.0,19.0,118.0,2.0,14.49,0.0,724.47,0.0,79.33,99.1,1.96,0
20370.0,17.0,119.0,3.0,13.73,88.21,725.6,0.1,85.66,358.8,1.22,1
20371.0,18.0,119.0,3.0,13.4,33.47,725.66,0.0,91.97,132.0,1.55,0
20389.0,12.0,120.0,4.0,20.2,844.18,725.84,0.0,51.06,111.1,2.03,1
20396.0,19.0,120.0,4.0,15.37,0.0,724.64,0.0,72.22,342.0,1.04,0
20412.0,11.0,121.0,5.0,16.54,547.04,726.18,0.0,70.84,7.7,2.1,1
20409.0,8.0,121.0,5.0,14.06,157.33,725.94,0.0,84.01,352.0,1.46,0
20444.0,19.0,122.0,6.0,12.44,0.0,725.6,0.8,90.96,11.4,1.33,1
20427.0,2.0,122.0,6.0,11.64,0.0,726.56,0.0,94.67,142.5,0.48,0
20464.0,15.0,123.0,0.0,17.69,188.39,724.53,0.0,62.72,28.1,2.77,1
20471.0,22.0,123.0,0.0,12.3,0.0,728.25,0.0,95.66,108.7,1.19,0
20490.0,17.0,124.0,1.0,16.87,44.07,724.45,0.0,64.59,195.4,2.05,1
20475.0,2.0,124.0,1.0,11.75,0.0,727.42,0.0,96.36,117.0,0.99,0
20505.0,8.0,125.0,2.0,14.73,180.4,726.97,0.0,68.17,171.5,1.9,1
20508.0,11.0,125.0,2.0,19.5,800.1,726.81,0.0,50.74,155.7,1.52,0
20539.0,18.0,126.0,3.0,16.97,13.3,724.4,0.0,61.56,10.9,2.74,1
20537.0,16.0,126.0,3.0,19.26,515.54,724.4,0.0,57.55,12.2,3.05,0
20554.0,9.0,127.0,4.0,16.69,452.05,726.81,0.0,59.44,142.6,2.55,1
20564.0,19.0,127.0,4.0,13.81,0.0,725.97,0.0,84.11,129.0,1.97,0
20579.0,10.0,128.0,5.0,15.12,331.39,728.0,0.0,76.35,147.9,1.38,1
20584.0,15.0,128.0,5.0,18.41,293.98,725.31,0.0,55.04,354.6,2.63,0
20611.0,18.0,129.0,6.0,14.81,15.99,724.4,0.0,81.67,206.4,1.7,1
20604.0,11.0,129.0,6.0,18.12,351.87,726.85,0.0,57.15,67.7,1.43,0
20628.0,11.0,130.0,0.0,16.13,447.79,728.0,0.0,72.91,112.7,1.49,1
20633.0,16.0,130.0,0.0,16.64,269.76,724.4,0.0,67.47,14.2,2.32,0
20656.0,15.0,131.0,1.0,14.26,3.4,726.02,5.2,76.94,188.0,2.17,1
20660.0,19.0,131.0,1.0,12.42,0.0,726.8,0.4,90.98,217.2,0.74,0
20674.0,9.0,132.0,2.0,12.35,240.4,728.0,0.0,87.33,198.4,1.02,1
20677.0,12.0,132.0,2.0,17.1,636.78,727.26,0.0,66.79,36.5,2.12,0
20697.0,8.0,133.0,3.0,15.37,191.34,727.74,0.0,71.29,153.6,1.34,1
20698.0,9.0,133.0,3.0,17.97,426.29,727.99,0.0,56.21,181.7,1.34,0
20720.0,7.0,134.0,4.0,13.88,25.84,726.76,0.0,59.77,222.0,1.52,1
20713.0,0.0,134.0,4.0,14.5,0.0,726.89,0.0,59.13,252.0,1.09,0
20744.0,7.0,135.0,5.0,12.84,34.08,725.77,0.0,68.95,240.9,0.87,1
20757.0,20.0,135.0,5.0,16.4,0.0,726.06,0.0,51.38,164.2,1.91,0
20780.0,19.0,136.0,6.0,16.55,0.0,725.6,0.0,46.67,128.0,2.46,1
20774.0,13.0,136.0,6.0,20.26,1022.06,726.5,0.0,35.8,138.4,3.72,0
20792.0,7.0,137.0,0.0,14.93,36.92,726.67,0.0,58.75,273.3,0.87,1
20787.0,2.0,137.0,0.0,13.61,0.0,726.79,0.0,67.31,221.8,0.93,0
20818.0,9.0,138.0,1.0,15.57,268.7,727.91,0.0,56.86,311.8,1.53,1
20816.0,7.0,138.0,1.0,13.25,14.94,726.76,0.0,67.93,309.6,0.91,0
20851.0,18.0,139.0,2.0,17.12,28.37,724.43,0.0,57.39,4.9,2.15,1
20850.0,17.0,139.0,2.0,17.47,96.82,724.4,0.0,56.96,349.3,2.69,0
20864.0,7.0,140.0,3.0,10.94,24.99,726.63,0.0,74.04,307.6,0.92,1
20859.0,2.0,140.0,3.0,11.65,0.0,726.79,0.0,79.23,255.2,0.88,0
20889.0,8.0,141.0,4.0,16.59,188.12,726.58,0.0,65.54,144.4,1.37,1
20894.0,13.0,141.0,4.0,22.4,950.71,725.61,0.0,35.53,97.7,2.47,0
20923.0,18.0,142.0,5.0,17.91,38.35,725.37,0.0,63.3,355.0,2.28,1
20917.0,12.0,142.0,5.0,21.79,937.57,726.79,0.0,37.11,157.1,2.77,0
20949.0,20.0,143.0,6.0,15.8,0.0,725.98,0.0,64.93,351.2,1.74,1
20947.0,18.0,143.0,6.0,17.68,16.71,724.4,0.0,59.25,353.7,3.1,0
20973.0,20.0,144.0,0.0,16.42,0.0,726.7,0.0,50.8,185.5,2.4,1
20971.0,18.0,144.0,0.0,19.17,58.63,724.64,0.0,39.59,97.5,2.56,0
20986.0,9.0,145.0,1.0,15.39,105.47,728.58,0.0,58.86,108.6,1.13,1
20989.0,12.0,145.0,1.0,14.40334,712.46,728.13,0.0,67.480576,127.0,2.87,0
21018.0,17.0,146.0,2.0,15.27,76.25,726.85,0.0,78.83,172.6,0.87,1
21002.0,1.0,146.0,2.0,12.43,0.0,729.2,0.0,89.5,215.2,0.64,0
21043.0,18.0,147.0,3.0,16.02,64.35,725.6,2.6,76.84,190.4,1.43,1
21030.0,5.0,147.0,3.0,12.01,0.0,726.8,0.0,75.93,205.9,1.43,0
21069.0,20.0,148.0,4.0,14.0,0.0,725.93,0.0,85.14,159.3,1.34,1
21062.0,13.0,148.0,4.0,21.94,937.81,724.66,0.0,35.24,103.7,2.28,0
21092.0,19.0,149.0,5.0,14.66,0.0,726.61,0.0,74.82,14.4,1.54,1
21078.0,5.0,149.0,5.0,10.92,0.0,726.06,0.0,85.29,282.4,0.71,0
21115.0,18.0,150.0,6.0,12.66,15.3,726.8,0.8,93.65,176.5,1.52,1
21112.0,15.0,150.0,6.0,15.84,179.79,726.71,0.0,67.42,18.5,3.07,0
21129.0,8.0,151.0,0.0,14.32,167.31,727.83,0.0,75.92,179.0,1.48,1
21134.0,13.0,151.0,0.0,21.19,745.59,725.6,0.0,43.74,74.0,2.19,0
21164.0,19.0,152.0,1.0,11.64,0.0,726.24,2.3,93.84,147.1,1.04,1
21148.0,3.0,152.0,1.0,12.05,0.0,725.62,0.0,93.04,268.3,0.71,0
21177.0,8.0,153.0,2.0,13.31,145.01,726.17,0.0,72.46,250.4,1.04,1
21184.0,15.0,153.0,2.0,16.95,200.32,724.4,0.0,67.56,358.3,3.09,0
21207.0,14.0,154.0,3.0,15.53,295.82,726.72,0.0,72.03,139.9,1.82,1
21200.0,7.0,154.0,3.0,11.58,1.42,726.44,0.0,95.26,197.4,0.93,0
21229.0,12.0,155.0,4.0,14.77,389.62,728.16,0.0,73.94,57.8,1.33,1
21234.0,17.0,155.0,4.0,13.22,131.52,725.77,0.0,63.54,154.4,2.55,0
21250.0,9.0,156.0,5.0,13.2,189.96,729.17,0.0,71.75,252.1,1.04,1
